"Debat","idContribution","Type","Contribution","Cree","idCommentaire","Pour","Contre","Reponse","idAuteur","Auteur","Age","CodePostal","Categorie",
"1- La définition de l'identité numérique","5e75f4c9d0ac9ac87a63218e","VoteCommentaire","positive","21/03/2020 11:04:41","5e676270d0ac9ac87a631b60",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"1- La définition de l'identité numérique","5e76335ad0ac9ac87a6321c4","VoteCommentaire","positive","21/03/2020 15:31:38","5e676270d0ac9ac87a631b60",0,0,0,"5e761190d0ac9ac87a6321b8","Masqué",,75009,,
"1- La définition de l'identité numérique","5e785388d0ac9ac87a63222c","VoteCommentaire","positive","23/03/2020 06:13:28","5e676270d0ac9ac87a631b60",0,0,0,"5e7852e1d0ac9ac87a632221","Masqué","18-29",13300,"Étudiant-e",
"1- La définition de l'identité numérique","5e7f2e121593774f97033ea2","VoteCommentaire","positive","28/03/2020 10:59:30","5e676270d0ac9ac87a631b60",0,0,0,"5e7f2d9f1593774f97033e9f","Masqué","18-29",85250,"Étudiant-e",
"1- La définition de l'identité numérique","5e809fd81593774f97033ebf","VoteCommentaire","positive","29/03/2020 13:17:12","5e676270d0ac9ac87a631b60",0,0,0,"5e775bded0ac9ac87a632203","Masqué",,,,
"1- La définition de l'identité numérique","5e82fef81593774f97033fd3","VoteCommentaire","positive","31/03/2020 08:27:36","5e676270d0ac9ac87a631b60",0,0,0,"5e82f7e81593774f97033f5f","Masqué","18-29",75018,"Étudiant-e",
"1- La définition de l'identité numérique","5e85e9784877f8f1cf641aad","VoteCommentaire","positive","02/04/2020 13:32:40","5e676270d0ac9ac87a631b60",0,0,0,"5e7f6a9b1593774f97033ea4","Masqué","18-29",92,"Salarié-e du secteur privé",
"1- La définition de l'identité numérique","5e9192244877f8f1cf641ba4","VoteCommentaire","positive","11/04/2020 09:47:16","5e676270d0ac9ac87a631b60",0,0,0,"5e9191224877f8f1cf641b92","Masqué",,,,
"1- La définition de l'identité numérique","5ec587af91c76f0386092db4","VoteCommentaire","positive","20/05/2020 19:40:31","5e676270d0ac9ac87a631b60",0,0,0,"5ec5873491c76f0386092db1","Masqué",,,,
"1- La définition de l'identité numérique","5ec5881b91c76f0386092dba","VoteCommentaire","positive","20/05/2020 19:42:19","5e676270d0ac9ac87a631b60",0,0,0,"5ec5862791c76f0386092dae","Masqué","30-49",91450,"Salarié-e du secteur privé",
"1- La définition de l'identité numérique","5ec5af4991c76f0386092e73","VoteCommentaire","positive","20/05/2020 22:29:29","5e676270d0ac9ac87a631b60",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"1- La définition de l'identité numérique","5ec655f091c76f0386092e9b","VoteCommentaire","positive","21/05/2020 10:20:32","5e676270d0ac9ac87a631b60",0,0,0,"5ec6547091c76f0386092e8d","Masqué","30-49",92400,"Fonctionnaire ou contractuel-le du secteur public",
"1- La définition de l'identité numérique","5ece322691c76f0386092f8b","VoteCommentaire","positive","27/05/2020 09:25:58","5e676270d0ac9ac87a631b60",0,0,0,"5ece2ffb91c76f0386092f7e","Masqué",,,,
"1- La définition de l'identité numérique","5ece881f91c76f0386092fcb","VoteCommentaire","positive","27/05/2020 15:32:47","5e676270d0ac9ac87a631b60",0,0,0,"5ece877e91c76f0386092fca","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e676406d0ac9ac87a631b63","Commentaire","L'utilisation de l'identité numérique doit rester optionnelle et à mon initiative : je dois pouvoir choisir de faire valoir mon identité par un autre moyen (envoi d'un justificatif physique ou dématérialisé).

Ceci à la fois pour éviter d'agrandir la fracture numérique avec la frange de la population qui n'est pas à l'aise avec ou qui ne dispose pas de moyens numériques; mais aussi pour éviter les risques d'abus et de contrôle de la population.

L'état doit être le garant de l'identité numérique sans la déléguer à un acteur tiers privé et doit assurer la confidentialité des informations liées à cette identité.

Elle devra également ne pas pouvoir être légalement utilisée à des fins de rapprochement autres que pour des motifs expressément prévus par la loi (et non par le règlement).","10/03/2020 09:55:18","5e676406d0ac9ac87a631b63",13,3,0,"5e6761add0ac9ac87a631b5d","Masqué","30-49",87800,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e676b83d0ac9ac87a631b87","VoteCommentaire","positive","10/03/2020 10:27:15","5e676406d0ac9ac87a631b63",0,0,0,"5e676b0fd0ac9ac87a631b78","Masqué","30-49",13000,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e67d53ad0ac9ac87a631bee","VoteCommentaire","positive","10/03/2020 17:58:18","5e676406d0ac9ac87a631b63",0,0,0,"5e67d39ad0ac9ac87a631be4","Masqué","30-49",10000,"Profession libérale",
"2- Les enjeux éthiques de l'identité numérique","5e696a33d0ac9ac87a631d94","VoteCommentaire","positive","11/03/2020 22:46:11","5e676406d0ac9ac87a631b63",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e69f8c4d0ac9ac87a631db5","VoteCommentaire","positive","12/03/2020 08:54:28","5e676406d0ac9ac87a631b63",0,0,0,"5e69f7f0d0ac9ac87a631daa","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e69fb30d0ac9ac87a631de3","VoteCommentaire","positive","12/03/2020 09:04:48","5e676406d0ac9ac87a631b63",0,0,0,"5e69f693d0ac9ac87a631da1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e6a67bdd0ac9ac87a631e31","VoteCommentaire","positive","12/03/2020 16:47:57","5e676406d0ac9ac87a631b63",0,0,0,"5e677ed0d0ac9ac87a631baa","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e6c003fd0ac9ac87a631f49","VoteCommentaire","positive","13/03/2020 21:50:55","5e676406d0ac9ac87a631b63",0,0,0,"5e6c000dd0ac9ac87a631f46","Masqué","30-49",29200,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e6cb2aad0ac9ac87a631f8b","VoteCommentaire","positive","14/03/2020 10:32:10","5e676406d0ac9ac87a631b63",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6ce70ed0ac9ac87a631fff","VoteCommentaire","positive","14/03/2020 14:15:42","5e676406d0ac9ac87a631b63",0,0,0,"5c88e0f0a7e4fe00a4f83753","Masqué","50-65",31500,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6f4f47d0ac9ac87a6320de","VoteCommentaire","negative","16/03/2020 10:04:55","5e676406d0ac9ac87a631b63",0,0,0,"5e6f42f3d0ac9ac87a6320b0","Masqué","18-29",8002,"Étudiant-e",
"2- Les enjeux éthiques de l'identité numérique","5e72a015d0ac9ac87a632149","VoteCommentaire","negative","18/03/2020 22:26:29","5e676406d0ac9ac87a631b63",0,0,0,"5e729f54d0ac9ac87a632146","Masqué","30-49",22500,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e7e4f341593774f97033e9b","VoteCommentaire","positive","27/03/2020 19:08:36","5e676406d0ac9ac87a631b63",0,0,0,"5e7e39821593774f97033e6e","Masqué","18-29",69006,"Artisan ou entrepreneur",
"2- Les enjeux éthiques de l'identité numérique","5e8c72294877f8f1cf641b2c","VoteCommentaire","positive","07/04/2020 12:29:29","5e676406d0ac9ac87a631b63",0,0,0,"5e8c6f474877f8f1cf641b27","Masqué","50-65",75017,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e9aa61691c76f0386092c0a","VoteCommentaire","negative","18/04/2020 07:02:46","5e676406d0ac9ac87a631b63",0,0,0,"5e9aa5d791c76f0386092c09","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5ec5886a91c76f0386092dc4","VoteCommentaire","positive","20/05/2020 19:43:38","5e676406d0ac9ac87a631b63",0,0,0,"5ec5873491c76f0386092db1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5ed3756091c76f0386093049","VoteCommentaire","positive","31/05/2020 09:14:08","5e676406d0ac9ac87a631b63",0,0,0,"5ed3743591c76f0386093032","Masqué","18-29",,"Étudiant-e",
"3- La protection de l'identité numérique","5e6764cbd0ac9ac87a631b66","Commentaire","L'anonymat doit rester une option ouverte aux citoyens qui participent au débat via des outils numériques. Aujourd'hui tous les moyens techniques sont disponibles pour identifier la plupart des auteurs d'abus.

L'utilisation d'une identité numérique doit être réservée à des cas où son usage est proportionnée; notamment quand un citoyen s'engage juridiquement.","10/03/2020 09:58:35","5e6764cbd0ac9ac87a631b66",8,3,2,"5e6761add0ac9ac87a631b5d","Masqué","30-49",87800,"Fonctionnaire ou contractuel-le du secteur public",
"3- La protection de l'identité numérique","5e676c9ad0ac9ac87a631b8b","VoteCommentaire","positive","10/03/2020 10:31:54","5e6764cbd0ac9ac87a631b66",0,0,0,"5e6769a3d0ac9ac87a631b75","Masqué",,13780,,
"3- La protection de l'identité numérique","5e677eb9d0ac9ac87a631ba8","VoteCommentaire","positive","10/03/2020 11:49:13","5e6764cbd0ac9ac87a631b66",0,0,0,"5e676b0fd0ac9ac87a631b78","Masqué","30-49",13000,"Fonctionnaire ou contractuel-le du secteur public",
"3- La protection de l'identité numérique","5e677f82d0ac9ac87a631baf","VoteCommentaire","positive","10/03/2020 11:52:34","5e6764cbd0ac9ac87a631b66",0,0,0,"5e677ed0d0ac9ac87a631baa","Masqué",,,,
"3- La protection de l'identité numérique","5e67f3ccd0ac9ac87a631c28","VoteCommentaire","positive","10/03/2020 20:08:44","5e6764cbd0ac9ac87a631b66",0,0,0,"5e678c97d0ac9ac87a631bbc","Masqué","30-49",77174,"Artisan ou entrepreneur",
"3- La protection de l'identité numérique","5e680826d0ac9ac87a631c4f","VoteCommentaire","positive","10/03/2020 21:35:34","5e6764cbd0ac9ac87a631b66",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"3- La protection de l'identité numérique","5e681ae0d0ac9ac87a631ca6","VoteCommentaire","negative","10/03/2020 22:55:28","5e6764cbd0ac9ac87a631b66",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5e681b6dd0ac9ac87a631ca8","Reponse","Ne pas confondre identité électronique et signature électronique; même si la première pourrait être utiliser pour réaliser la seconde.
utiliser une identité électronique à la place d'un identifiant / mot de passe sur des sites privés comme les banques ou autre est quand même nettement plus rassurante !","10/03/2020 22:57:49","5e6764cbd0ac9ac87a631b66",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5e68995fd0ac9ac87a631d00","VoteCommentaire","positive","11/03/2020 07:55:11","5e6764cbd0ac9ac87a631b66",0,0,0,"5e689904d0ac9ac87a631cfd","Masqué","50-65",76620,"Fonctionnaire ou contractuel-le du secteur public",
"3- La protection de l'identité numérique","5e68ae3cd0ac9ac87a631d15","VoteCommentaire","positive","11/03/2020 09:24:12","5e6764cbd0ac9ac87a631b66",0,0,0,"5e68a67dd0ac9ac87a631d0f","Masqué","50-65",67114,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5e6e04f5d0ac9ac87a63205a","VoteCommentaire","negative","15/03/2020 10:35:33","5e6764cbd0ac9ac87a631b66",0,0,0,"5e6e044fd0ac9ac87a632049","Masqué","50-65",78480,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5e84735d4877f8f1cf641a8a","VoteCommentaire","negative","01/04/2020 10:56:29","5e6764cbd0ac9ac87a631b66",0,0,0,"5e82f9801593774f97033f75","Masqué","18-29",93160,"Étudiant-e",
"3- La protection de l'identité numérique","5e9d850f91c76f0386092c61","VoteCommentaire","positive","20/04/2020 11:18:39","5e6764cbd0ac9ac87a631b66",0,0,0,"5e9d780791c76f0386092c17","Masqué",,,,
"3- La protection de l'identité numérique","5ec59bba91c76f0386092e0f","Reponse","En effet pour un engagement juridique cela se manifeste généralement par la perfection de l'acte via l'apposition d'une signature. Ici on parle de l'identité et de l'authentification des personnes; l'état a volontairement écarté la problématique de signature dans les réflexions  sur l'identification électronique.","20/05/2020 21:06:02","5e6764cbd0ac9ac87a631b66",0,0,0,"5ec5862791c76f0386092dae","Masqué","30-49",91450,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5e676520d0ac9ac87a631b69","Commentaire","La délivrance et la conservation de l'identité numérique doit rester le monopole de l'état.

Et il est important que les usages de cette identité ne soient décidés que par la loi et pas par la règlementation.","10/03/2020 10:00:00","5e676520d0ac9ac87a631b69",8,0,4,"5e6761add0ac9ac87a631b5d","Masqué","30-49",87800,"Fonctionnaire ou contractuel-le du secteur public",
"3- La protection de l'identité numérique","5e676b77d0ac9ac87a631b83","VoteCommentaire","positive","10/03/2020 10:27:03","5e676520d0ac9ac87a631b69",0,0,0,"5e676b0fd0ac9ac87a631b78","Masqué","30-49",13000,"Fonctionnaire ou contractuel-le du secteur public",
"3- La protection de l'identité numérique","5e67f3d0d0ac9ac87a631c2a","VoteCommentaire","positive","10/03/2020 20:08:48","5e676520d0ac9ac87a631b69",0,0,0,"5e678c97d0ac9ac87a631bbc","Masqué","30-49",77174,"Artisan ou entrepreneur",
"3- La protection de l'identité numérique","5e680795d0ac9ac87a631c48","VoteCommentaire","positive","10/03/2020 21:33:09","5e676520d0ac9ac87a631b69",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"3- La protection de l'identité numérique","5e6823c7d0ac9ac87a631cf1","Reponse","J’irai même jusqu’à l’interdiction des fournisseurs d’identité comme Ameli; impôt.gouv ; msa qui ne sont pas robustes (cf Hacking de comptes fiscaux en 2019).
Fournisseur d’identité = l’Etat; dans une entité unique du ministère de l’intérieur (comme pour les cartes d’identité; passeports;...)","10/03/2020 23:33:27","5e676520d0ac9ac87a631b69",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"3- La protection de l'identité numérique","5e6b96f7d0ac9ac87a631f37","VoteCommentaire","positive","13/03/2020 14:21:43","5e676520d0ac9ac87a631b69",0,0,0,"5e6b913fd0ac9ac87a631f2a","Masqué",,,,
"3- La protection de l'identité numérique","5e6f43d3d0ac9ac87a6320b6","VoteCommentaire","positive","16/03/2020 09:16:03","5e676520d0ac9ac87a631b69",0,0,0,"5e6f43a9d0ac9ac87a6320b3","Masqué","18-29",60200,"Étudiant-e",
"3- La protection de l'identité numérique","5e75f588d0ac9ac87a6321a0","VoteCommentaire","positive","21/03/2020 11:07:52","5e676520d0ac9ac87a631b69",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"3- La protection de l'identité numérique","5e786175d0ac9ac87a632241","VoteCommentaire","positive","23/03/2020 07:12:53","5e676520d0ac9ac87a631b69",0,0,0,"5e7852e1d0ac9ac87a632221","Masqué","18-29",13300,"Étudiant-e",
"3- La protection de l'identité numérique","5e786255d0ac9ac87a632243","Reponse","J'approuve le commentaire de Jacques. Une chose est d'employer une entreprise privée pour gérer la sécurité; une autre est de complètement sous-traiter le service entier; qui soumet les identités virtuelles à être soumises au calcul typique revenus - coûts des entreprises; et donc à une contrainte budgétaire rendant le tout bien moins sécurisé.","23/03/2020 07:16:37","5e676520d0ac9ac87a631b69",0,0,0,"5e7852e1d0ac9ac87a632221","Masqué","18-29",13300,"Étudiant-e",
"3- La protection de l'identité numérique","5e90a1d64877f8f1cf641b83","VoteCommentaire","positive","10/04/2020 16:41:58","5e676520d0ac9ac87a631b69",0,0,0,"5e6f42f3d0ac9ac87a6320b0","Masqué","18-29",8002,"Étudiant-e",
"3- La protection de l'identité numérique","5ec597b891c76f0386092df8","Reponse","Encore une fois c'est l'identité numérique régalienne qui doit être sous monopole d'état .","20/05/2020 20:48:56","5e676520d0ac9ac87a631b69",0,0,0,"5ec5862791c76f0386092dae","Masqué","30-49",91450,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5ec5af0991c76f0386092e6c","Reponse","Monopole d’etat sur le rôle de fournisseur d’identité.
Si l’état autorise des acteurs privés qui ont une logique de rentabilité nous allons aller devant de grosses déconvenues... dérives; fuite de données; détournement de finalité (même si rgpd en facial).
Et les gafa vont (sont en train) de positionner avec un risque de dés intermédiation du role de l’état : le gafa dérive une fois et puis c’est terminé.
","20/05/2020 22:28:25","5e676520d0ac9ac87a631b69",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5e676612d0ac9ac87a631b6c","Commentaire","Hormis des cas identifiés par la loi pour leur importance et leur usage par l'état à des fins régaliennes; l'usage de l'identité numérique doit pouvoir rester optionnelle à l'initiative du citoyen.

Son usage doit rester respectueux de la vie privée et éviter un fichage généralisé de la population avec des objectifs de contrôle; tant par l'état que par des société privées.

Notamment son usage ne doit pas être galvaudé pour la connexion à des usages de loisirs comme les réseaux sociaux.

Il pourrait servir par contre pour les usages où la preuve de l'identité est nécessaire : impôts; inscriptions sur les listes électorales; bénéficiaire d'aides de l'état; assurance maladie; mais pas pour du commerce.","10/03/2020 10:04:02","5e676612d0ac9ac87a631b6c",10,6,6,"5e6761add0ac9ac87a631b5d","Masqué","30-49",87800,"Fonctionnaire ou contractuel-le du secteur public",
"4- Les usages de l'identité numérique","5e676b7ed0ac9ac87a631b85","VoteCommentaire","positive","10/03/2020 10:27:10","5e676612d0ac9ac87a631b6c",0,0,0,"5e676b0fd0ac9ac87a631b78","Masqué","30-49",13000,"Fonctionnaire ou contractuel-le du secteur public",
"4- Les usages de l'identité numérique","5e676cfbd0ac9ac87a631b8d","VoteCommentaire","positive","10/03/2020 10:33:31","5e676612d0ac9ac87a631b6c",0,0,0,"5e6769a3d0ac9ac87a631b75","Masqué",,13780,,
"4- Les usages de l'identité numérique","5e6818acd0ac9ac87a631c96","VoteCommentaire","negative","10/03/2020 22:46:04","5e676612d0ac9ac87a631b6c",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e6818f1d0ac9ac87a631c9c","Reponse","Disons que solution alternative doit être possible... mais il n'y a pas que les usages d'états/régaliens qui ont besoin d'une identité électronique... le monde se digitalise ","-)","10/03/2020 22:47:13","5e676612d0ac9ac87a631b6c",0,0,0,"5e67607ed0ac9ac87a631b5a","ManuD","Formulaire",67115,"Masqué"
"4- Les usages de l'identité numérique","5e6899ced0ac9ac87a631d0b","VoteCommentaire","negative","11/03/2020 07:57:02","5e676612d0ac9ac87a631b6c",0,0,0,"5e689904d0ac9ac87a631cfd","Masqué","50-65",76620,"Fonctionnaire ou contractuel-le du secteur public",
"4- Les usages de l'identité numérique","5e694b28d0ac9ac87a631d69","Reponse","Les autres sites qui ont besoin d’une identité numérique pourront utiliser la solution d’identité numérique proposée par l’Etat.","11/03/2020 20:33:44","5e676612d0ac9ac87a631b6c",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5e69f97bd0ac9ac87a631dc0","VoteCommentaire","positive","12/03/2020 08:57:31","5e676612d0ac9ac87a631b6c",0,0,0,"5e69f7f0d0ac9ac87a631daa","Masqué",,,,
"4- Les usages de l'identité numérique","5e6a9f5cd0ac9ac87a631edb","Reponse","@Jacques : oui mais donc pour vous une et une seule solution étatique ? Pourquoi pas mais ce n'est pas ce qui a été dit et fait avec FranceConnect; et il va falloir rembourser une partie des couts de r&d aux acteurs privés car c'est un changement de cap. De plus si une solution veut être 'notifiée' eIDAS c'est le gouvernement qui propose à l'Europe; bref... semble pas simple quand même. ","12/03/2020 20:45:16","5e676612d0ac9ac87a631b6c",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e6c7b27d0ac9ac87a631f4c","VoteCommentaire","positive","14/03/2020 06:35:19","5e676612d0ac9ac87a631b6c",0,0,0,"5e6c7b20d0ac9ac87a631f4b","Masqué",,,,
"4- Les usages de l'identité numérique","5e6cbd44d0ac9ac87a631fbc","VoteCommentaire","positive","14/03/2020 11:17:24","5e676612d0ac9ac87a631b6c",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e6cbda5d0ac9ac87a631fbe","Reponse","@ManuD: Pour moi; il ne faut pas du tout de secteur privé dans la solution à venir ! Ce serait une catastrophe que de lier un service public aussi fort à du privé...","14/03/2020 11:19:01","5e676612d0ac9ac87a631b6c",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e6ccbffd0ac9ac87a631fd6","Reponse","@Toony : sur le principe vous avez raison.. mais quand on voit ce que donne FranceConnect avec tellement d'errements; de communications enthousiastes mais sans fond (""plus de 20 millions d'identités FC; les citoyens utilisent de + en +""... super ! mais 20 millions d'entités faibles user/mot de passe c'est super inintéressant...) ; on peut se dire que le; privé c'est pas plus mal... ou alors en effet passer à un mode vraiment ""PRO"" donc stop aux atermoiements et on y va ! ","14/03/2020 12:20:15","5e676612d0ac9ac87a631b6c",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e6cd59ad0ac9ac87a631ff5","VoteCommentaire","positive","14/03/2020 13:01:14","5e676612d0ac9ac87a631b6c",0,0,0,"5e6cd189d0ac9ac87a631fe0","Masqué",,,,
"4- Les usages de l'identité numérique","5e6e0546d0ac9ac87a632066","VoteCommentaire","negative","15/03/2020 10:36:54","5e676612d0ac9ac87a631b6c",0,0,0,"5e6e044fd0ac9ac87a632049","Masqué","50-65",78480,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e75f638d0ac9ac87a6321ac","VoteCommentaire","positive","21/03/2020 11:10:48","5e676612d0ac9ac87a631b6c",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"4- Les usages de l'identité numérique","5e7e22b81593774f97033e66","VoteCommentaire","negative","27/03/2020 15:58:48","5e676612d0ac9ac87a631b6c",0,0,0,"5e7e162f1593774f97033e57","Masqué","50-65",63400,"Retraité-e",
"4- Les usages de l'identité numérique","5e7e23771593774f97033e68","Reponse","Voir la publication Typologie des usages pour l'utilisation pour le commerce en ligne qui devrait être aussi possible mais sécurisée contrairement à la situation actuelle.","27/03/2020 16:01:59","5e676612d0ac9ac87a631b6c",0,0,0,"5e7e162f1593774f97033e57","Masqué","50-65",63400,"Retraité-e",
"4- Les usages de l'identité numérique","5e7f6ba81593774f97033ea7","VoteCommentaire","positive","28/03/2020 15:22:16","5e676612d0ac9ac87a631b6c",0,0,0,"5e7f6a9b1593774f97033ea4","Masqué","18-29",92,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e90a34b4877f8f1cf641b8e","VoteCommentaire","positive","10/04/2020 16:48:11","5e676612d0ac9ac87a631b6c",0,0,0,"5e6f42f3d0ac9ac87a6320b0","Masqué","18-29",8002,"Étudiant-e",
"4- Les usages de l'identité numérique","5e96ae024877f8f1cf641bed","VoteCommentaire","positive","15/04/2020 06:47:30","5e676612d0ac9ac87a631b6c",0,0,0,"5e96a6044877f8f1cf641bc4","Masqué",,75017,,
"4- Les usages de l'identité numérique","5e9aa6a691c76f0386092c13","VoteCommentaire","negative","18/04/2020 07:05:10","5e676612d0ac9ac87a631b6c",0,0,0,"5e9aa5d791c76f0386092c09","Masqué",,,,
"4- Les usages de l'identité numérique","5ec587dd91c76f0386092db6","VoteCommentaire","negative","20/05/2020 19:41:17","5e676612d0ac9ac87a631b6c",0,0,0,"5ec5873491c76f0386092db1","Masqué",,,,
